,t,px,psi_px
36992,143.0,-13.4041,1.538e-14
17024,65.0,-13.4041,3.089e-16
30848,119.0,-13.4041,3.836e-15
41600,161.0,-13.4041,1.145e-13
28544,110.0,-13.4041,2.484e-15
14720,56.0,-13.4041,1.998e-16
49024,190.0,-13.4041,1.067e-11
38016,147.0,-13.4041,1.926e-14
26240,101.0,-13.4041,1.607e-15
30336,117.0,-13.4041,3.424e-15
39552,153.0,-13.4041,2.823e-14
12160,46.0,-13.4041,1.505e-16
44928,174.0,-13.4041,8.757e-13
36224,140.0,-13.4041,1.372e-14
35200,136.0,-13.4041,1.066e-14
38272,148.0,-13.4041,2.037e-14
49792,193.0,-13.4041,1.512e-11
1920,6.0,-13.4041,6.4e-17
22144,85.0,-13.4041,7.901e-16
384,0.0,-13.4041,5.948e-17
19584,75.0,-13.4041,4.583e-16
51328,199.0,-13.4041,3.731e-11
18816,72.0,-13.4041,3.917e-16
32896,127.0,-13.4041,5.955e-15
34688,134.0,-13.4041,9.116e-15
18560,71.0,-13.4041,3.713e-16
26496,102.0,-13.4041,1.686e-15
32128,124.0,-13.4041,4.986e-15
43136,167.0,-13.4041,2.617e-13
10624,40.0,-13.4041,1.26e-16
41088,159.0,-13.4041,6.459e-14
33152,128.0,-13.4041,6.133e-15
29568,114.0,-13.4041,2.878e-15
34432,133.0,-13.4041,8.356e-15
4992,18.0,-13.4041,7.679e-17
44416,172.0,-13.4041,6.415e-13
46208,179.0,-13.4041,1.674e-12
15488,59.0,-13.4041,2.19e-16
27008,104.0,-13.4041,1.812e-15
28288,109.0,-13.4041,2.29e-15
50560,196.0,-13.4041,2.765e-11
28032,108.0,-13.4041,2.168e-15
44672,173.0,-13.4041,7.54e-13
33408,129.0,-13.4041,6.509e-15
47232,183.0,-13.4041,3.203e-12
18304,70.0,-13.4041,3.57e-16
38528,149.0,-13.4041,2.045e-14
29056,112.0,-13.4041,2.626e-15
1152,3.0,-13.4041,6.163e-17
5760,21.0,-13.4041,8.103e-17
11648,44.0,-13.4041,1.416e-16
11392,43.0,-13.4041,1.373e-16
40320,156.0,-13.4041,4.442e-14
38784,150.0,-13.4041,2.234e-14
13184,50.0,-13.4041,1.714e-16
12928,49.0,-13.4041,1.658e-16
6016,22.0,-13.4041,8.262e-17
13952,53.0,-13.4041,1.856e-16
40064,155.0,-13.4041,3.764e-14
27520,106.0,-13.4041,2.003e-15
5504,20.0,-13.4041,7.958e-17
45440,176.0,-13.4041,1.191e-12
42368,164.0,-13.4041,1.58e-13
30592,118.0,-13.4041,3.577e-15
31360,121.0,-13.4041,4.136e-15
20352,78.0,-13.4041,5.53e-16
39296,152.0,-13.4041,2.602e-14
12416,47.0,-13.4041,1.548e-16
9344,35.0,-13.4041,1.101e-16
23680,91.0,-13.4041,1.078e-15
21120,81.0,-13.4041,6.556e-16
23936,92.0,-13.4041,1.121e-15
14208,54.0,-13.4041,1.883e-16
6528,24.0,-13.4041,8.591e-17
25728,99.0,-13.4041,1.474e-15
16256,62.0,-13.4041,2.657e-16
35456,137.0,-13.4041,1.155e-14
45184,175.0,-13.4041,9.891e-13
4480,16.0,-13.4041,7.423e-17
43648,169.0,-13.4041,3.586e-13
37504,145.0,-13.4041,1.619e-14
48000,186.0,-13.4041,5.105e-12
45696,177.0,-13.4041,1.275e-12
50304,195.0,-13.4041,2.396e-11
22400,86.0,-13.4041,8.468e-16
2176,7.0,-13.4041,6.487e-17
17792,68.0,-13.4041,3.493e-16
33920,131.0,-13.4041,7.443e-15
27264,105.0,-13.4041,1.875e-15
39808,154.0,-13.4041,3.22e-14
11904,45.0,-13.4041,1.464e-16
11136,42.0,-13.4041,1.335e-16
46464,180.0,-13.4041,1.837e-12
40576,157.0,-13.4041,4.809e-14
46976,182.0,-13.4041,2.618e-12
5248,19.0,-13.4041,7.818e-17
23424,90.0,-13.4041,1.043e-15
39040,151.0,-13.4041,2.455e-14
12672,48.0,-13.4041,1.593e-16
43904,170.0,-13.4041,4.464e-13
19840,76.0,-13.4041,4.913e-16
31872,123.0,-13.4041,4.655e-15
24448,94.0,-13.4041,1.161e-15
48256,187.0,-13.4041,6.018e-12
49536,192.0,-13.4041,1.269e-11
50816,197.0,-13.4041,3.018e-11
24192,93.0,-13.4041,1.139e-15
37760,146.0,-13.4041,1.797e-14
22656,87.0,-13.4041,9.162e-16
20096,77.0,-13.4041,5.168e-16
31616,122.0,-13.4041,4.326e-15
1408,4.0,-13.4041,6.239e-17
3712,13.0,-13.4041,7.074e-17
8064,30.0,-13.4041,9.737e-17
42112,163.0,-13.4041,1.477e-13
8320,31.0,-13.4041,9.974e-17
7552,28.0,-13.4041,9.316e-17
33664,130.0,-13.4041,6.991e-15
7040,26.0,-13.4041,8.946e-17
30080,116.0,-13.4041,3.18e-15
18048,69.0,-13.4041,3.545e-16
44160,171.0,-13.4041,5.262e-13
896,2.0,-13.4041,6.09e-17
9600,36.0,-13.4041,1.129e-16
3456,12.0,-13.4041,6.962e-17
10112,38.0,-13.4041,1.189e-16
25472,98.0,-13.4041,1.419e-15
51072,198.0,-13.4041,3.394e-11
3200,11.0,-13.4041,6.859e-17
22912,88.0,-13.4041,9.585e-16
51584,200.0,-13.4041,4.155e-11
13696,52.0,-13.4041,1.811e-16
45952,178.0,-13.4041,1.415e-12
14976,57.0,-13.4041,2.08e-16
20864,80.0,-13.4041,6.275e-16
32384,125.0,-13.4041,5.069e-15
21632,83.0,-13.4041,7.228e-16
47488,184.0,-13.4041,3.706e-12
6272,23.0,-13.4041,8.425e-17
16512,63.0,-13.4041,2.787e-16
19328,74.0,-13.4041,4.409e-16
36736,142.0,-13.4041,1.445e-14
2688,9.0,-13.4041,6.663e-17
49280,191.0,-13.4041,1.251e-11
2432,8.0,-13.4041,6.574e-17
128,0.0,-13.4041,5.948e-17
28800,111.0,-13.4041,2.575e-15
41344,160.0,-13.4041,8.843e-14
25984,100.0,-13.4041,1.546e-15
46720,181.0,-13.4041,2.337e-12
4224,15.0,-13.4041,7.295e-17
10368,39.0,-13.4041,1.223e-16
48512,188.0,-13.4041,7.007e-12
29825,115.0,-13.2994,1.424e-15
19841,76.0,-13.2994,2.203e-16
41345,160.0,-13.2994,5.283e-14
5249,19.0,-13.2994,1.877e-17
12673,48.0,-13.2994,5.938e-17
23425,90.0,-13.2994,4.01e-16
39041,151.0,-13.2994,9.542e-15
46977,182.0,-13.2994,3.257e-12
35969,139.0,-13.2994,4.138e-15
43905,170.0,-13.2994,6.319e-13
32641,126.0,-13.2994,2.194e-15
24449,94.0,-13.2994,4.971e-16
2945,10.0,-13.2994,1.34e-17
14465,55.0,-13.2994,7.973e-17
51073,198.0,-13.2994,3.915e-11
641,1.0,-13.2994,9.647e-18
9089,34.0,-13.2994,3.332e-17
37249,144.0,-13.2994,5.666e-15
6785,25.0,-13.2994,2.354e-17
15745,60.0,-13.2994,1.002e-16
40833,158.0,-13.2994,3.296e-14
10881,41.0,-13.2994,4.446e-17
22913,88.0,-13.2994,3.709e-16
42881,166.0,-13.2994,2.329e-13
10369,39.0,-13.2994,4.129e-17
24705,95.0,-13.2994,5.189e-16
28289,109.0,-13.2994,9.764e-16
27009,104.0,-13.2994,7.944e-16
29313,113.0,-13.2994,1.231e-15
32385,125.0,-13.2994,2.152e-15
19329,74.0,-13.2994,2.023e-16
16769,64.0,-13.2994,1.199e-16
31105,120.0,-13.2994,1.631e-15
16001,61.0,-13.2994,1.034e-16
23169,89.0,-13.2994,3.899e-16
129,0.0,-13.2994,9.299e-18
13441,51.0,-13.2994,6.71e-17
1665,5.0,-13.2994,1.117e-17
35201,136.0,-13.2994,3.611e-15
7297,27.0,-13.2994,2.54e-17
10625,40.0,-13.2994,4.292e-17
22145,85.0,-13.2994,3.368e-16
36481,141.0,-13.2994,4.777e-15
19585,75.0,-13.2994,2.102e-16
18561,71.0,-13.2994,1.726e-16
18817,72.0,-13.2994,1.834e-16
385,0.0,-13.2994,9.299e-18
51329,199.0,-13.2994,4.409e-11
46721,181.0,-13.2994,2.939e-12
34689,134.0,-13.2994,3.428e-15
47489,184.0,-13.2994,4.724e-12
35713,138.0,-13.2994,4.031e-15
4737,17.0,-13.2994,1.741e-17
43393,168.0,-13.2994,3.718e-13
20609,79.0,-13.2994,2.514e-16
48769,189.0,-13.2994,1.131e-11
47745,185.0,-13.2994,5.4e-12
40577,157.0,-13.2994,2.579e-14
41857,162.0,-13.2994,8.295e-14
15233,58.0,-13.2994,9.054e-17
8577,32.0,-13.2994,3.085e-17
42625,165.0,-13.2994,1.839e-13
19073,73.0,-13.2994,1.906e-16
34945,135.0,-13.2994,3.391e-15
21889,84.0,-13.2994,3.147e-16
7809,29.0,-13.2994,2.74e-17
26753,103.0,-13.2994,7.685e-16
9857,37.0,-13.2994,3.78e-17
21377,82.0,-13.2994,2.859e-16
24961,96.0,-13.2994,5.44e-16
50049,194.0,-13.2994,2.816e-11
51585,200.0,-13.2994,5.18e-11
3969,14.0,-13.2994,1.555e-17
11137,42.0,-13.2994,4.649e-17
31873,123.0,-13.2994,1.837e-15
39809,154.0,-13.2994,1.447e-14
5505,20.0,-13.2994,1.949e-17
1153,3.0,-13.2994,1.038e-17
23937,92.0,-13.2994,4.53e-16
50561,196.0,-13.2994,3.393e-11
28033,108.0,-13.2994,9.343e-16
35457,137.0,-13.2994,3.813e-15
44673,173.0,-13.2994,9.319e-13
33409,129.0,-13.2994,2.501e-15
45441,176.0,-13.2994,1.394e-12
47233,183.0,-13.2994,3.689e-12
29057,112.0,-13.2994,1.153e-15
5761,21.0,-13.2994,2.025e-17
40065,155.0,-13.2994,1.655e-14
20865,80.0,-13.2994,2.649e-16
11649,44.0,-13.2994,5.011e-17
11393,43.0,-13.2994,4.835e-17
40321,156.0,-13.2994,1.992e-14
18305,70.0,-13.2994,1.613e-16
38529,149.0,-13.2994,7.782e-15
6017,22.0,-13.2994,2.104e-17
21121,81.0,-13.2994,2.756e-16
4481,16.0,-13.2994,1.675e-17
42369,164.0,-13.2994,1.41e-13
25985,100.0,-13.2994,6.597e-16
31361,121.0,-13.2994,1.694e-15
20353,78.0,-13.2994,2.417e-16
39297,152.0,-13.2994,1.124e-14
12417,47.0,-13.2994,5.72e-17
27777,107.0,-13.2994,8.889e-16
9345,35.0,-13.2994,3.484e-17
16513,63.0,-13.2994,1.149e-16
23681,91.0,-13.2994,4.294e-16
37505,145.0,-13.2994,6.102e-15
48513,188.0,-13.2994,9.021e-12
14209,54.0,-13.2994,7.658e-17
6529,24.0,-13.2994,2.266e-17
16257,62.0,-13.2994,1.085e-16
43649,169.0,-13.2994,4.786e-13
45185,175.0,-13.2994,1.162e-12
2433,8.0,-13.2994,1.245e-17
38785,150.0,-13.2994,8.275e-15
13953,53.0,-13.2994,7.412e-17
13185,50.0,-13.2994,6.439e-17
27521,106.0,-13.2994,8.391e-16
49537,192.0,-13.2994,1.911e-11
897,2.0,-13.2994,1.002e-17
3457,12.0,-13.2994,1.441e-17
50817,197.0,-13.2994,3.537e-11
12929,49.0,-13.2994,6.2e-17
4225,15.0,-13.2994,1.612e-17
48257,187.0,-13.2994,7.493e-12
46465,180.0,-13.2994,2.849e-12
44161,171.0,-13.2994,7.551e-13
9601,36.0,-13.2994,3.639e-17
2177,7.0,-13.2994,1.2e-17
7041,26.0,-13.2994,2.444e-17
17793,68.0,-13.2994,1.461e-16
21633,83.0,-13.2994,3.025e-16
3201,11.0,-13.2994,1.389e-17
33921,131.0,-13.2994,2.779e-15
15489,59.0,-13.2994,9.521e-17
27265,105.0,-13.2994,8.059e-16
22401,86.0,-13.2994,3.472e-16
18049,69.0,-13.2994,1.533e-16
28801,111.0,-13.2994,1.09e-15
33665,130.0,-13.2994,2.59e-15
2689,9.0,-13.2994,1.291e-17
48001,186.0,-13.2994,6.607e-12
25729,99.0,-13.2994,6.205e-16
45697,177.0,-13.2994,1.708e-12
50305,195.0,-13.2994,3.213e-11
24193,93.0,-13.2994,4.817e-16
37761,146.0,-13.2994,6.363e-15
49281,191.0,-13.2994,1.513e-11
22657,87.0,-13.2994,3.542e-16
20097,77.0,-13.2994,2.279e-16
31617,122.0,-13.2994,1.782e-15
1409,4.0,-13.2994,1.076e-17
6273,23.0,-13.2994,2.183e-17
3713,13.0,-13.2994,1.499e-17
8065,30.0,-13.2994,2.843e-17
42113,163.0,-13.2994,1.1e-13
8321,31.0,-13.2994,2.966e-17
7553,28.0,-13.2994,2.641e-17
30081,116.0,-13.2994,1.472e-15
11905,45.0,-13.2994,5.225e-17
32129,124.0,-13.2994,1.943e-15
30593,118.0,-13.2994,1.547e-15
44417,172.0,-13.2994,8.963e-13
38273,148.0,-13.2994,7.316e-15
49793,193.0,-13.2994,2.35e-11
33153,128.0,-13.2994,2.478e-15
12161,46.0,-13.2994,5.488e-17
36737,142.0,-13.2994,5.119e-15
30849,119.0,-13.2994,1.574e-15
36225,140.0,-13.2994,4.478e-15
29569,114.0,-13.2994,1.359e-15
45953,178.0,-13.2994,1.987e-12
30337,117.0,-13.2994,1.554e-15
17025,65.0,-13.2994,1.25e-16
1921,6.0,-13.2994,1.158e-17
43137,167.0,-13.2994,3.095e-13
39553,153.0,-13.2994,1.312e-14
44929,174.0,-13.2994,1.029e-12
13697,52.0,-13.2994,6.995e-17
34177,132.0,-13.2994,2.888e-15
8833,33.0,-13.2994,3.201e-17
26497,102.0,-13.2994,7.228e-16
41089,159.0,-13.2994,4.709e-14
14721,56.0,-13.2994,8.339e-17
36993,143.0,-13.2994,5.449e-15
26241,101.0,-13.2994,6.957e-16
38017,147.0,-13.2994,6.779e-15
41601,161.0,-13.2994,6.621e-14
17281,66.0,-13.2994,1.293e-16
14977,57.0,-13.2994,8.76e-17
25217,97.0,-13.2994,5.734e-16
4993,18.0,-13.2994,1.808e-17
17537,67.0,-13.2994,1.356e-16
28545,110.0,-13.2994,1.041e-15
25473,98.0,-13.2994,5.904e-16
32897,127.0,-13.2994,2.35e-15
49025,190.0,-13.2994,1.418e-11
34433,133.0,-13.2994,3.219e-15
10113,38.0,-13.2994,3.952e-17
46209,179.0,-13.2994,2.465e-12
36738,142.0,-13.1947,8.619e-15
20610,79.0,-13.1947,2.446e-16
42626,165.0,-13.1947,1.837e-13
17026,65.0,-13.1947,1.388e-16
31106,120.0,-13.1947,1.562e-15
49026,190.0,-13.1947,1.04e-11
7554,28.0,-13.1947,2.899e-17
27522,106.0,-13.1947,8.983e-16
19330,74.0,-13.1947,2.046e-16
2690,9.0,-13.1947,1.376e-17
13954,53.0,-13.1947,7.964e-17
8834,33.0,-13.1947,3.537e-17
32642,126.0,-13.1947,2.507e-15
3458,12.0,-13.1947,1.549e-17
3970,14.0,-13.1947,1.677e-17
28802,111.0,-13.1947,1.216e-15
33666,130.0,-13.1947,3.568e-15
30082,116.0,-13.1947,1.473e-15
42114,163.0,-13.1947,1.414e-13
24194,93.0,-13.1947,4.194e-16
8066,30.0,-13.1947,3.167e-17
8578,32.0,-13.1947,3.407e-17
30338,117.0,-13.1947,1.633e-15
13186,50.0,-13.1947,7.089e-17
41602,161.0,-13.1947,1.253e-13
36994,143.0,-13.1947,9.485e-15
50306,195.0,-13.1947,2.617e-11
41858,162.0,-13.1947,1.371e-13
45698,177.0,-13.1947,2.074e-12
20098,77.0,-13.1947,2.135e-16
49282,191.0,-13.1947,1.273e-11
21378,82.0,-13.1947,2.715e-16
48770,189.0,-13.1947,9.626e-12
17282,66.0,-13.1947,1.458e-16
47746,185.0,-13.1947,4.941e-12
1410,4.0,-13.1947,1.13e-17
45954,178.0,-13.1947,2.409e-12
30850,119.0,-13.1947,1.582e-15
15234,58.0,-13.1947,1.038e-16
3714,13.0,-13.1947,1.613e-17
25730,99.0,-13.1947,6.613e-16
8322,31.0,-13.1947,3.283e-17
6274,23.0,-13.1947,2.392e-17
48002,186.0,-13.1947,5.903e-12
22658,87.0,-13.1947,3.398e-16
32130,124.0,-13.1947,2.326e-15
26498,102.0,-13.1947,7.377e-16
35970,139.0,-13.1947,6.632e-15
15490,59.0,-13.1947,1.079e-16
27266,105.0,-13.1947,9.084e-16
40834,158.0,-13.1947,7.855e-14
3202,11.0,-13.1947,1.489e-17
38274,148.0,-13.1947,1.797e-14
10882,41.0,-13.1947,4.933e-17
39810,154.0,-13.1947,4.116e-14
11906,45.0,-13.1947,5.773e-17
11138,42.0,-13.1947,5.157e-17
40578,157.0,-13.1947,6.37e-14
29314,113.0,-13.1947,1.307e-15
24450,94.0,-13.1947,4.184e-16
4738,17.0,-13.1947,1.89e-17
13698,52.0,-13.1947,7.606e-17
49794,193.0,-13.1947,1.78e-11
43906,170.0,-13.1947,5.721e-13
25218,97.0,-13.1947,6.597e-16
21634,83.0,-13.1947,2.93e-16
23426,90.0,-13.1947,3.538e-16
39042,151.0,-13.1947,2.849e-14
31874,123.0,-13.1947,2.233e-15
10370,39.0,-13.1947,4.513e-17
27010,104.0,-13.1947,8.464e-16
41346,160.0,-13.1947,1.136e-13
28546,110.0,-13.1947,1.229e-15
5250,19.0,-13.1947,2.044e-17
28290,109.0,-13.1947,1.086e-15
12674,48.0,-13.1947,6.541e-17
29826,115.0,-13.1947,1.365e-15
19842,76.0,-13.1947,2.246e-16
42882,166.0,-13.1947,2.448e-13
15746,60.0,-13.1947,1.149e-16
12930,49.0,-13.1947,6.798e-17
16258,62.0,-13.1947,1.388e-16
44162,171.0,-13.1947,7.638e-13
18050,69.0,-13.1947,1.523e-16
2946,10.0,-13.1947,1.432e-17
49538,192.0,-13.1947,1.622e-11
898,2.0,-13.1947,1.046e-17
14466,55.0,-13.1947,9.43e-17
18306,70.0,-13.1947,1.549e-16
4226,15.0,-13.1947,1.743e-17
34178,132.0,-13.1947,4.4e-15
50818,197.0,-13.1947,3.307e-11
37762,146.0,-13.1947,1.328e-14
31618,122.0,-13.1947,1.935e-15
51074,198.0,-13.1947,3.281e-11
30594,118.0,-13.1947,1.598e-15
32386,125.0,-13.1947,2.502e-15
48258,187.0,-13.1947,7.046e-12
24706,95.0,-13.1947,4.473e-16
22914,88.0,-13.1947,3.458e-16
33922,131.0,-13.1947,3.992e-15
17794,68.0,-13.1947,1.561e-16
7042,26.0,-13.1947,2.693e-17
2178,7.0,-13.1947,1.272e-17
37250,144.0,-13.1947,1.03e-14
16770,64.0,-13.1947,1.361e-16
22402,86.0,-13.1947,3.28e-16
43394,168.0,-13.1947,3.364e-13
9602,36.0,-13.1947,4.024e-17
44930,174.0,-13.1947,1.236e-12
46466,180.0,-13.1947,3.384e-12
642,1.0,-13.1947,1.003e-17
44418,172.0,-13.1947,8.619e-13
9090,34.0,-13.1947,3.686e-17
11650,44.0,-13.1947,5.542e-17
19074,73.0,-13.1947,1.948e-16
17538,67.0,-13.1947,1.525e-16
12418,47.0,-13.1947,6.32e-17
1154,3.0,-13.1947,1.087e-17
16514,63.0,-13.1947,1.391e-16
13442,51.0,-13.1947,7.579e-17
23938,92.0,-13.1947,3.904e-16
23170,89.0,-13.1947,3.553e-16
19586,75.0,-13.1947,2.219e-16
26242,101.0,-13.1947,6.918e-16
50562,196.0,-13.1947,3.056e-11
20354,78.0,-13.1947,2.281e-16
16002,61.0,-13.1947,1.279e-16
4994,18.0,-13.1947,1.963e-17
28034,108.0,-13.1947,1.003e-15
18818,72.0,-13.1947,1.811e-16
43138,167.0,-13.1947,2.84e-13
46210,179.0,-13.1947,2.932e-12
48514,188.0,-13.1947,8.715e-12
5762,21.0,-13.1947,2.212e-17
1922,6.0,-13.1947,1.223e-17
39298,152.0,-13.1947,3.187e-14
44674,173.0,-13.1947,1.024e-12
6786,25.0,-13.1947,2.592e-17
51586,200.0,-13.1947,4.907e-11
130,0.0,-13.1947,9.629e-18
33410,129.0,-13.1947,3.183e-15
41090,159.0,-13.1947,9.293e-14
27778,107.0,-13.1947,9.432e-16
37506,145.0,-13.1947,1.204e-14
36226,140.0,-13.1947,7.532e-15
14210,54.0,-13.1947,9.065e-17
10626,40.0,-13.1947,4.719e-17
6530,24.0,-13.1947,2.49e-17
46978,182.0,-13.1947,3.486e-12
43650,169.0,-13.1947,4.194e-13
7298,27.0,-13.1947,2.79e-17
39554,153.0,-13.1947,3.737e-14
2434,8.0,-13.1947,1.325e-17
34434,133.0,-13.1947,4.623e-15
9346,35.0,-13.1947,3.861e-17
45186,175.0,-13.1947,1.393e-12
18562,71.0,-13.1947,1.676e-16
22146,85.0,-13.1947,3.143e-16
35202,136.0,-13.1947,5.447e-15
14722,56.0,-13.1947,9.561e-17
21122,81.0,-13.1947,2.434e-16
45442,176.0,-13.1947,1.759e-12
23682,91.0,-13.1947,3.654e-16
5506,20.0,-13.1947,2.125e-17
12162,46.0,-13.1947,6.042e-17
4482,16.0,-13.1947,1.815e-17
1666,5.0,-13.1947,1.176e-17
50050,194.0,-13.1947,2.052e-11
10114,38.0,-13.1947,4.33e-17
47234,183.0,-13.1947,3.713e-12
34690,134.0,-13.1947,4.92e-15
33154,128.0,-13.1947,2.77e-15
11394,43.0,-13.1947,5.337e-17
38018,147.0,-13.1947,1.506e-14
31362,121.0,-13.1947,1.624e-15
26754,103.0,-13.1947,8.002e-16
20866,80.0,-13.1947,2.394e-16
40066,155.0,-13.1947,4.782e-14
51330,199.0,-13.1947,4.628e-11
25474,98.0,-13.1947,6.744e-16
38786,150.0,-13.1947,2.406e-14
36482,141.0,-13.1947,8e-15
35458,137.0,-13.1947,6.06e-15
9858,37.0,-13.1947,4.183e-17
29570,114.0,-13.1947,1.321e-15
6018,22.0,-13.1947,2.304e-17
35714,138.0,-13.1947,6.425e-15
14978,57.0,-13.1947,9.933e-17
34946,135.0,-13.1947,5.011e-15
46722,181.0,-13.1947,3.455e-12
38530,149.0,-13.1947,2.279e-14
40322,156.0,-13.1947,5.433e-14
386,0.0,-13.1947,9.629e-18
21890,84.0,-13.1947,2.952e-16
24962,96.0,-13.1947,5.598e-16
7810,29.0,-13.1947,3.027e-17
25986,100.0,-13.1947,6.656e-16
32898,127.0,-13.1947,2.629e-15
42370,164.0,-13.1947,1.752e-13
47490,184.0,-13.1947,4.45e-12
29058,112.0,-13.1947,1.202e-15
30595,118.0,-13.09,2.3e-15
28547,110.0,-13.09,1.305e-15
2179,7.0,-13.09,2.494e-17
9347,35.0,-13.09,6.051e-17
12931,49.0,-13.09,1.031e-16
19843,76.0,-13.09,3.204e-16
37507,145.0,-13.09,1.604e-14
12675,48.0,-13.09,9.967e-17
44931,174.0,-13.09,1.913e-12
46979,182.0,-13.09,5.193e-12
42371,164.0,-13.09,3.151e-13
5251,19.0,-13.09,3.518e-17
7043,26.0,-13.09,4.389e-17
17795,68.0,-13.09,2.229e-16
48515,188.0,-13.09,1.217e-11
49795,193.0,-13.09,1.97e-11
27779,107.0,-13.09,1.229e-15
23683,91.0,-13.09,6.975e-16
43907,170.0,-13.09,8.229e-13
15491,59.0,-13.09,1.511e-16
39299,152.0,-13.09,3.836e-14
25219,97.0,-13.09,7.278e-16
16515,63.0,-13.09,1.715e-16
25987,100.0,-13.09,9.241e-16
24451,94.0,-13.09,7.939e-16
29827,115.0,-13.09,2.008e-15
45443,176.0,-13.09,2.708e-12
25475,98.0,-13.09,7.845e-16
23427,90.0,-13.09,6.483e-16
40579,157.0,-13.09,7.284e-14
41347,160.0,-13.09,1.506e-13
11139,42.0,-13.09,7.761e-17
12163,46.0,-13.09,9.151e-17
39811,154.0,-13.09,4.846e-14
11907,45.0,-13.09,8.719e-17
20355,78.0,-13.09,3.666e-16
39043,151.0,-13.09,3.35e-14
33923,131.0,-13.09,4.35e-15
21635,83.0,-13.09,4.475e-16
12419,47.0,-13.09,9.595e-17
43651,169.0,-13.09,6.8e-13
31363,121.0,-13.09,3.009e-15
27267,105.0,-13.09,1.078e-15
32131,124.0,-13.09,3.065e-15
3203,11.0,-13.09,2.781e-17
22403,86.0,-13.09,5.172e-16
40323,156.0,-13.09,6.148e-14
9603,36.0,-13.09,6.293e-17
20867,80.0,-13.09,4.014e-16
8323,31.0,-13.09,5.167e-17
41603,161.0,-13.09,1.949e-13
20099,77.0,-13.09,3.551e-16
29059,112.0,-13.09,1.665e-15
2691,9.0,-13.09,2.633e-17
7555,28.0,-13.09,4.69e-17
49283,191.0,-13.09,1.717e-11
35459,137.0,-13.09,7.213e-15
28803,111.0,-13.09,1.477e-15
38531,149.0,-13.09,2.586e-14
47235,183.0,-13.09,6.253e-12
1411,4.0,-13.09,2.308e-17
3715,13.0,-13.09,2.944e-17
44675,173.0,-13.09,1.494e-12
13187,50.0,-13.09,1.086e-16
33411,129.0,-13.09,4.111e-15
24195,93.0,-13.09,7.295e-16
38019,147.0,-13.09,2.04e-14
11651,44.0,-13.09,8.336e-17
18307,70.0,-13.09,2.607e-16
33667,130.0,-13.09,4.136e-15
14979,57.0,-13.09,1.391e-16
13955,53.0,-13.09,1.261e-16
45955,178.0,-13.09,3.434e-12
17283,66.0,-13.09,2.053e-16
27523,106.0,-13.09,1.196e-15
48003,186.0,-13.09,1.113e-11
11395,43.0,-13.09,8.146e-17
50307,195.0,-13.09,2.998e-11
33155,128.0,-13.09,4.05e-15
49027,190.0,-13.09,1.511e-11
45699,177.0,-13.09,3.296e-12
6019,22.0,-13.09,3.869e-17
40067,155.0,-13.09,5.801e-14
22659,87.0,-13.09,5.324e-16
42115,163.0,-13.09,3.258e-13
5763,21.0,-13.09,3.746e-17
14723,56.0,-13.09,1.333e-16
6787,25.0,-13.09,4.257e-17
45187,175.0,-13.09,2.341e-12
50819,197.0,-13.09,3.752e-11
39555,153.0,-13.09,4.109e-14
37763,146.0,-13.09,1.711e-14
2435,8.0,-13.09,2.562e-17
31619,122.0,-13.09,2.954e-15
38787,150.0,-13.09,3.184e-14
48259,187.0,-13.09,1.04e-11
36227,140.0,-13.09,9.646e-15
46467,180.0,-13.09,4.116e-12
